id,kode_provinsi,nama_provinsi,pengelola_kawasan,jenis_wisatawan,jumlah_wisatawan,satuan,tahun,data_flag,tipe_pengelola
969,32,JAWA BARAT,PUNCAK PINUS,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1439,32,JAWA BARAT,PUNCAK PINUS,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1909,32,JAWA BARAT,PUNCAK PINUS,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2379,32,JAWA BARAT,PUNCAK PINUS,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1238,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1708,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2178,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2648,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1237,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1707,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2177,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2647,32,JAWA BARAT,PUNCAK PUSPA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1004,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1474,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1944,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2414,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1003,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1473,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1943,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2413,32,JAWA BARAT,PUNCAK SEMPUR,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
206,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
482,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
746,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1122,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1592,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2062,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2532,32,JAWA BARAT,PUNCELING,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
205,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
481,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
745,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1121,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1591,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2061,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2531,32,JAWA BARAT,PUNCELING,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1062,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1532,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2002,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2472,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1061,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1531,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2001,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2471,32,JAWA BARAT,PUSAKA MULYA (PASIR PANYAWANGAN),WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
212,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
488,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
752,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1130,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1600,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2070,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2540,32,JAWA BARAT,RAHONG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
211,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
487,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
751,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1129,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1599,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2069,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2539,32,JAWA BARAT,RAHONG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
134,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
416,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
680,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
133,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
415,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
679,32,JAWA BARAT,REST AREA BALEGEDE,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
124,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
406,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
670,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
123,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
405,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
669,32,JAWA BARAT,REST AREA SELAGEDANG,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
128,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
410,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
674,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
127,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
409,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
673,32,JAWA BARAT,REST AREA SUKAMANAH,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
238,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
510,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
774,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1200,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1670,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2140,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2610,32,JAWA BARAT,REST AREA URUG,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
237,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,3835,ORANG,2016,NORMAL,LAINNYA
509,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
773,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1199,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1669,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2139,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2609,32,JAWA BARAT,REST AREA URUG,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
998,32,JAWA BARAT,SANGGABUANA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1468,32,JAWA BARAT,SANGGABUANA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1938,32,JAWA BARAT,SANGGABUANA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2408,32,JAWA BARAT,SANGGABUANA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
997,32,JAWA BARAT,SANGGABUANA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1467,32,JAWA BARAT,SANGGABUANA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1937,32,JAWA BARAT,SANGGABUANA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2407,32,JAWA BARAT,SANGGABUANA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1146,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1616,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2086,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2556,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1145,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1615,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2085,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2555,32,JAWA BARAT,SANGHYANG HEULEUT,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
146,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
426,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
690,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1014,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1484,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1954,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2424,32,JAWA BARAT,SEDARI,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
145,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
425,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
689,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1013,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1483,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1953,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2423,32,JAWA BARAT,SEDARI,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
908,32,JAWA BARAT,SENTUL EETF,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1378,32,JAWA BARAT,SENTUL EETF,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1848,32,JAWA BARAT,SENTUL EETF,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2318,32,JAWA BARAT,SENTUL EETF,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
907,32,JAWA BARAT,SENTUL EETF,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1377,32,JAWA BARAT,SENTUL EETF,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
1847,32,JAWA BARAT,SENTUL EETF,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2317,32,JAWA BARAT,SENTUL EETF,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
226,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
500,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
764,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1156,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1626,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2096,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2566,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
225,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
499,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
763,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1155,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1625,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2095,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2565,32,JAWA BARAT,SITU CIBEUREUM,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1142,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1612,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2082,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2552,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1141,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1611,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2081,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2551,32,JAWA BARAT,SITU CIMEUHMAL,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
230,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
504,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
768,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
229,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
503,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
767,32,JAWA BARAT,SITU KABUYUTAN,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
254,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
524,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
788,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
1224,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1694,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2164,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2634,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
253,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,3008,ORANG,2016,NORMAL,LAINNYA
523,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
787,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
1223,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1693,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2163,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2633,32,JAWA BARAT,SITU MUSTIKA,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1250,32,JAWA BARAT,SITU WULUKUT,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,LAINNYA
1720,32,JAWA BARAT,SITU WULUKUT,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2190,32,JAWA BARAT,SITU WULUKUT,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,LAINNYA
2660,32,JAWA BARAT,SITU WULUKUT,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
1249,32,JAWA BARAT,SITU WULUKUT,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,LAINNYA
1719,32,JAWA BARAT,SITU WULUKUT,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,LAINNYA
2189,32,JAWA BARAT,SITU WULUKUT,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,LAINNYA
2659,32,JAWA BARAT,SITU WULUKUT,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,LAINNYA
132,32,JAWA BARAT,SUKADANA,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
414,32,JAWA BARAT,SUKADANA,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
678,32,JAWA BARAT,SUKADANA,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
131,32,JAWA BARAT,SUKADANA,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
413,32,JAWA BARAT,SUKADANA,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
677,32,JAWA BARAT,SUKADANA,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
82,32,JAWA BARAT,SUKAMANTRI,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
368,32,JAWA BARAT,SUKAMANTRI,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
632,32,JAWA BARAT,SUKAMANTRI,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
81,32,JAWA BARAT,SUKAMANTRI,WISATAWAN NUSANTARA,445,ORANG,2016,NORMAL,LAINNYA
367,32,JAWA BARAT,SUKAMANTRI,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
631,32,JAWA BARAT,SUKAMANTRI,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
130,32,JAWA BARAT,SUKAMEKAR,WISATAWAN MANCANEGARA,0,ORANG,2016,NORMAL,LAINNYA
412,32,JAWA BARAT,SUKAMEKAR,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,LAINNYA
676,32,JAWA BARAT,SUKAMEKAR,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,LAINNYA
129,32,JAWA BARAT,SUKAMEKAR,WISATAWAN NUSANTARA,0,ORANG,2016,NORMAL,LAINNYA
411,32,JAWA BARAT,SUKAMEKAR,WISATAWAN NUSANTARA,0,ORANG,2017,NORMAL,LAINNYA
675,32,JAWA BARAT,SUKAMEKAR,WISATAWAN NUSANTARA,0,ORANG,2018,NORMAL,LAINNYA
574,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,TAHURA
838,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,TAHURA
1308,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,TAHURA
1778,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,TAHURA
2248,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,TAHURA
573,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN NUSANTARA,4,ORANG,2018,NORMAL,TAHURA
837,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN NUSANTARA,0,ORANG,2019,NORMAL,TAHURA
1307,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN NUSANTARA,0,ORANG,2020,SUSPECT_COPY,TAHURA
1777,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN NUSANTARA,0,ORANG,2021,NORMAL,TAHURA
2247,32,JAWA BARAT,TAHURA GN. KUNCI DAN PALASARI,WISATAWAN NUSANTARA,0,ORANG,2022,INCOMPLETE_YEAR,TAHURA
18,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,3304,ORANG,2016,NORMAL,TAHURA
308,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2017,NORMAL,TAHURA
572,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2018,NORMAL,TAHURA
836,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2019,NORMAL,TAHURA
1306,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2020,SUSPECT_COPY,TAHURA
1776,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2021,NORMAL,TAHURA
2246,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN MANCANEGARA,0,ORANG,2022,INCOMPLETE_YEAR,TAHURA
17,32,JAWA BARAT,TAHURA IR. H. DJUANDA,WISATAWAN NUSANTARA,558885,ORANG,2016,NORMAL,TAHURA
